Institution,Query,Link 1,Link 2,Link 3
University of Lynchburg,University of Lynchburg Beta_Phi frat,https://phiepsilonkappa.org/Active_Chapters,https://lynchburg.phikappatau.org/,https://thecritograph.com/2019/10/16/fraternity-life-rush-week/
