Institution,Query,Link 1,Link 2,Link 3
Polk State College,Polk State College Chi_Alpha frat,https://nittanyco-op.com/member-directory/fraternity-directory/,https://nittanyco-op.com/member-directory/fraternity-directory/,https://nittanyco-op.com/member-directory/fraternity-directory/
