Institution,Query,Link 1,Link 2,Link 3
Grand Valley State University,Grand Valley State University Chi_Alpha frat,https://www.gvsu.edu/greeklife/chapters-and-councils-191.htm,https://www2.gvsu.edu/lxa/main.htm,https://www.greekrank.com/uni/191/fraternities/
