Institution,Query,Link 1,Link 2,Link 3
Black Hills State University,Black Hills State University TKE frat,https://www.tke.org/chapter/330/kappa-xi,https://www.tke.org/chapter/330/kappa-xi,https://www.tke.org/chapter/330/kappa-xi
