Institution,Query,Link 1,Link 2,Link 3
University of Nevada-Las Vegas,University of Nevada-Las Vegas TKE frat,http://www.unlvtke.org/,http://www.unlvtke.org/,https://www.unlv.edu/sia/fraternity-sorority
