SAE Chapter Name (217 DB),Matched Institution (1440 DB),Match Score,Link 1,Link 2,Link 3
University of Wisconsin–Stout,University of Wisconsin-Stout,100,https://connect.uwstout.edu/sae/,https://connect.uwstout.edu/sae/,https://www.uwstout.edu/life-stout/student-life/fraternity-and-sorority-life/fraternity-sorority-chapters
University of Texas at Dallas,The University of Texas at Dallas,94,http://www.texaschi.com/,http://www.texaschi.com/,https://www.sae.net/chapter/university-of-texas-at-dallas-texas-chi/
Gustavus Adolphus College,Gustavus Adolphus College,100,https://gustavus.edu/cao/greeklife/organizations.php,https://gustavus.edu/cao/greeklife/organizations.php,https://orgs.gustavus.edu/greeks/sigma-alpha-epsilon/Sigma_Alpha_Epsilon_-_Minnesota_Gamma/History.html
George Mason University,George Mason University,100,https://si.gmu.edu/fsl/,https://si.gmu.edu/fsl/,https://www.greekrank.com/uni/183/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/
Kutztown University,NO MATCH,83,,,
Midwestern State University,Midwestern State University,100,https://msutexas.edu/student-life/involvement/greek-life/,https://www.greekrank.com/uni/111/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/,https://www.greekrank.com/uni/111/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/
Indiana University–Indianapolis,Indiana University-Indianapolis,100,https://www.idsnews.com/article/2023/10/sigma-alpha-epsilon-placed-on-cease-and-desist-hazing,https://www.idsnews.com/article/2023/10/sigma-alpha-epsilon-placed-on-cease-and-desist-hazing,https://www.greekrank.com/uni/71/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/
Penn State Harrisburg,NO MATCH,58,,,
Georgetown University,Georgetown University,100,https://www.greekrank.com/uni/184/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/,https://www.greekrank.com/uni/184/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/,https://www.greekrank.com/uni/184/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/
Lynn University,Lynn University,100,https://www.lynn.edu/student-life/clubs-and-organizations/sigma-alpha-epsilon,https://www.lynn.edu/student-life/clubs-and-organizations/sigma-alpha-epsilon,https://my.lynn.edu/ICS/Campus_Life/Campus_Groups/Student_Involvement/Fraternity_and_Sorority_Life.jnz
Rutgers University,NO MATCH,86,,,
Rollins College,Rollins College,100,https://www.rollins.edu/student-life/student-organizations/fraternity-sorority-life/,https://www.rollins.edu/student-life/student-organizations/fraternity-sorority-life/,https://www.rollins.edu/student-life/student-organizations/fraternity-sorority-life/
Georgia Southern University,Georgia Southern University,100,https://www.greekrank.com/uni/96/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/,https://www.greekrank.com/uni/96/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/,https://www.greekrank.com/uni/96/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/
McGill University,NO MATCH,83,,,
Salem State University,Salem State University,100,https://www.sae.net/chapter/salem-state-university-massachusetts-tau-gamma/,https://www.sae.net/chapter/salem-state-university-massachusetts-tau-gamma/,https://www.sae.net/chapter/salem-state-university-massachusetts-tau-gamma/
Suffolk University,Suffolk University,100,https://www.suffolk.edu/student-life/student-involvement/fraternity-sorority-life/our-organizations,https://www.suffolk.edu/student-life/student-involvement/fraternity-sorority-life/our-organizations,https://www.greekrank.com/uni/430/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/
University of Alaska Anchorage,University of Alaska Anchorage,100,https://www.uaa.alaska.edu/students/organizations/fraternity-sorority-life.cshtml,https://www.uaa.alaska.edu/students/organizations/fraternity-sorority-life.cshtml,https://www.uaa.alaska.edu/students/organizations/fraternity-sorority-life.cshtml
Fort Hays State University,Fort Hays State University,100,https://www.fhsu.edu/engage/greek/chapter-info/fraternity-chapters,https://www.fhsu.edu/engage/greek/chapter-info/fraternity-chapters,https://www.fhsu.edu/engage/greek/chapter-info/fraternity-chapters
Appalachian State University,Appalachian State University,100,ERROR,,
Hofstra University,Hofstra University,100,https://www.hofstra.edu/fraternity-sorority/councils-chapters.html,https://www.hofstra.edu/fraternity-sorority/councils-chapters.html,https://www.hofstra.edu/fraternity-sorority/councils-chapters.html
Emerson College,Emerson College,100,https://emerson.edu/departments/seal/fraternity-sorority-life/fraternities-sororities,https://emerson.edu/departments/seal/fraternity-sorority-life/fraternities-sororities,https://emerson.edu/departments/seal/fraternity-sorority-life/fraternities-sororities
Saint Louis University,Saint Louis University,100,https://www.slu.edu/life-at-slu/student-involvement/greek-life/index.php,https://www.slu.edu/life-at-slu/student-involvement/greek-life/index.php,https://www.greekrank.com/uni/82/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/
West Chester University,NO MATCH,78,,,
University of Dayton,University of Dayton,100,https://www.greekrank.com/uni/39/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/,https://www.greekrank.com/uni/39/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/,https://www.greekrank.com/uni/39/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/
College of New Jersey,The College of New Jersey,91,https://studentlife.tcnj.edu/organization/sigma-alpha-epsilon/,https://studentlife.tcnj.edu/organization/sigma-alpha-epsilon/,https://www.greekrank.com/uni/452/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/
Mansfield University of Pennsylvania,NO MATCH,84,,,
University of Maryland,University of Mary,90,https://students.umw.edu/studentactivities/sae-guidelines/greek-life/,https://students.umw.edu/studentactivities/sae-guidelines/greek-life/,https://thecrimsonwhite.com/110725/top-stories/sae-fraternity-accused-of-hazing-in-recent-lawsuit/
University of Wisconsin–Stout,University of Wisconsin-Stout,100,https://connect.uwstout.edu/sae/,https://connect.uwstout.edu/sae/,https://www.uwstout.edu/life-stout/student-life/fraternity-and-sorority-life/fraternity-sorority-chapters
NJIT,NO MATCH,33,,,
UC Riverside,NO MATCH,64,,,
University of Utah,University of Utah,100,https://www.sae.net/chapter/university-of-utah-utah-phi/,https://www.sae.net/chapter/university-of-utah-utah-phi/,https://www.sae.net/chapter/university-of-utah-utah-phi/
University of Iowa,University of Iowa,100,https://fsl.uiowa.edu/chapters-and-councils/sigma-alpha-epsilon,https://fsl.uiowa.edu/chapters-and-councils/sigma-alpha-epsilon,https://www.press-citizen.com/story/news/local/2025/01/16/university-of-iowa-sigma-alpha-epsilon-fraternity-suspended-sae/77698314007/
"California State Polytechnic University, Pomona",California State Polytechnic University-Pomona,100,https://www.greekrank.com/uni/200/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/,https://www.greekrank.com/uni/200/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/,https://www.cpp.edu/blc/students/fsl.shtml
University of Tampa,The University of Tampa,90,https://www.saetampa.com/,https://www.saetampa.com/,https://www.saetampa.com/
Texas State University,Texas State University,100,https://fsl.dos.txst.edu/chapter-report-cards/interfraternity-council-chapters/sigma-alpha-epsilon.html,https://fsl.dos.txst.edu/chapter-report-cards/interfraternity-council-chapters/sigma-alpha-epsilon.html,https://fsl.dos.txst.edu/chapter-report-cards/interfraternity-council-chapters/sigma-alpha-epsilon.html
University of Mississippi Medical Center,NO MATCH,77,,,
Texas Wesleyan University,Texas Wesleyan University,100,https://txwes.edu/media/student-life/pdfs/Greek-Life-Guide-2019.pdf,https://www.greekrank.com/uni/636/fraternities/,https://www.greekrank.com/uni/636/fraternities/
University of Central Arkansas,University of Central Arkansas,100,https://uca.edu/gogreek/,https://uagreeks.uark.edu/interfraternity-council/sigma-alpha-epsilon.php,https://uagreeks.uark.edu/interfraternity-council/sigma-alpha-epsilon.php
University of Hawaii at Manoa,University of Hawaii at Manoa,100,https://www.greekrank.com/uni/339/fraternities/,https://www.greekrank.com/uni/339/fraternities/,https://www.greekrank.com/uni/339/fraternities/
University of West Georgia,University of West Georgia,100,https://www.westga.edu/campus-life/fsl/index.php,https://www.westga.edu/campus-life/fsl/index.php,https://www.greekrank.com/uni/86/fraternity/SAE-Sigma-Alpha-Epsilon/88/rating/
University of Massachusetts Amherst,University of Massachusetts-Amherst,100,https://www.umass.edu/greek/index.html,https://www.umass.edu/greek/index.html,https://www.umasspanhel.com/home
University of New Orleans,University of New Orleans,100,https://www.uno.edu/greek-life,https://en.wikipedia.org/wiki/List_of_Sigma_Alpha_Epsilon_chapters,https://en.wikipedia.org/wiki/List_of_Sigma_Alpha_Epsilon_chapters
University of Maine,University of Maine,100,https://www.mainebiz.biz/article/with-deal-to-buy-campus-house-umaine-closes-the-book-on-fraternity-chapter,https://www.mainebiz.biz/article/with-deal-to-buy-campus-house-umaine-closes-the-book-on-fraternity-chapter,https://www.mainebiz.biz/article/with-deal-to-buy-campus-house-umaine-closes-the-book-on-fraternity-chapter
University of Alabama at Birmingham,University of Alabama at Birmingham,100,https://ofsl.sa.ua.edu/chapters-list/fraternities/,https://ofsl.sa.ua.edu/chapters-list/fraternities/,https://ofsl.sa.ua.edu/chapters-list/fraternities/
University of Texas at El Paso,The University of Texas at El Paso,94,https://www.utep.edu/student-affairs/fraternity-and-sorority-life/,https://www.utep.edu/student-affairs/fraternity-and-sorority-life/,https://www.utep.edu/student-affairs/fraternity-and-sorority-life/
Morehead State University,Morehead State University,100,https://www.moreheadstate.edu/student-life/activities/fraternity-sorority-life/organizations,https://www.moreheadstate.edu/student-life/activities/fraternity-sorority-life/organizations,https://www.moreheadstate.edu/student-life/activities/fraternity-sorority-life/organizations
Tarleton State University,Tarleton State University,100,https://www.greekrank.com/uni/113/greek-life/,http://www.tarletonpanhellenic.com/delta-zeta.html,https://www.tarleton.edu/ses/campus-involvement/
Old Dominion University,Old Dominion University,100,https://www.odu.edu/student-engagement-traditions/fraternity-sorority,https://www.odu.edu/student-engagement-traditions/fraternity-sorority,https://www.odu.edu/student-engagement-traditions/fraternity-sorority
Texas A&M University–Corpus Christi,Texas A & M University-Corpus Christi,100,https://www.tamucc.edu/student-activities/fsl/index.php,https://www.tamucc.edu/student-activities/fsl/index.php,https://tamucc.campuslabs.com/engage/organization/fraternity-sorority-life/documents/view/985472
University of North Texas,University of North Texas,100,https://studentaffairs.unt.edu/cfsl/index.html,https://studentaffairs.unt.edu/cfsl/index.html,https://thedailytexan.com/2018/10/04/rogue-fraternity-formerly-ut-sae-continues-operations-after-suspension/
University of Texas Rio Grande Valley,The University of Texas Rio Grande Valley,95,https://www.utrgv.edu/csi/fraternity-and-sorority-life/index.htm,https://www.utrgv.edu/csi/fraternity-and-sorority-life/index.htm,https://www.utrgv.edu/csi/fraternity-and-sorority-life/index.htm
University of Arkansas at Little Rock,University of Arkansas at Little Rock,100,https://uagreeks.uark.edu/interfraternity-council/sigma-alpha-epsilon.php,https://uagreeks.uark.edu/interfraternity-council/sigma-alpha-epsilon.php,https://uagreeks.uark.edu/interfraternity-council/sigma-alpha-epsilon.php
Georgia College & State University,Georgia College & State University,100,https://wgxa.tv/news/local/georgia-college-dissolves-sigma-alpha-epsilon-chapter-after-hazing-investigation,https://wgxa.tv/news/local/georgia-college-dissolves-sigma-alpha-epsilon-chapter-after-hazing-investigation,https://www.gcsu.edu/deanofstudents/max-gruver-act-hazing-report
Georgia Southwestern State University,Georgia Southwestern State University,100,https://www.greekrank.com/uni/703/fraternities/,https://www.greekrank.com/uni/703/fraternities/,https://www.greekrank.com/uni/703/fraternities/
University of Montevallo,University of Montevallo,100,https://www.montevallo.edu/campus-life/student-life/greek-life/,https://www.montevallo.edu/campus-life/student-life/greek-life/,https://vallovisionnews.wordpress.com/2022/02/14/joining-a-greek-sorority-or-fraternity-at-the-university-of-montevallo/
University of Arkansas at Monticello,University of Arkansas at Monticello,100,https://uagreeks.uark.edu/interfraternity-council/sigma-alpha-epsilon.php,https://uagreeks.uark.edu/interfraternity-council/sigma-alpha-epsilon.php,https://uagreeks.uark.edu/interfraternity-council/sigma-alpha-epsilon.php
University of Arkansas–Fort Smith,University of Arkansas-Fort Smith,100,https://uagreeks.uark.edu/interfraternity-council/sigma-alpha-epsilon.php,https://uagreeks.uark.edu/interfraternity-council/sigma-alpha-epsilon.php,https://uagreeks.uark.edu/interfraternity-council/sigma-alpha-epsilon.php
Angelo State University,Angelo State University,100,https://www.angelo.edu/life-on-campus/lead/greek-life/fraternities/,https://www.angelo.edu/life-on-campus/lead/greek-life/fraternities/,https://www.greekrank.com/uni/629/fraternities/
University of Texas Permian Basin,The University of Texas Permian Basin,94,https://www.utpb.edu/life-at-utpb/student-life/fraternity-sorority-life,https://www.utpb.edu/life-at-utpb/student-life/fraternity-sorority-life,https://www.utpb.edu/life-at-utpb/student-life/fraternity-sorority-life
Texas A&M University–Kingsville,Texas A & M University-Kingsville,100,https://www.tamuk.edu/greeks/,https://www.tamuk.edu/greeks/,https://thebatt.com/news/fraternity-sued-1m-for-hazing-students-who-received-chemical-burns/
Texas A&M International University,Texas A & M International University,100,https://www.tamusae.com/,https://www.tamusae.com/,https://www.sae.net/chapter/texas-am-university-texas-tau/
