Institution,Query,Link 1,Link 2,Link 3
Western Illinois University,Western Illinois University DTD frat,https://www.greekrank.com/uni/385/fraternity/DTD-Delts/53/rating/,https://www.greekrank.com/uni/385/fraternity/DTD-Delts/53/rating/,https://www.greekrank.com/uni/385/fraternity/DTD-Delts/53/rating/
