Institution,Query,Link 1,Link 2,Link 3
University of Iowa,University of Iowa Sig_Chi frat,https://dailyiowan.com/2022/03/08/sigma-chi-international-indefinitely-suspends-ui-fraternity-chapter-for-hazing/,https://dailyiowan.com/2022/03/08/sigma-chi-international-indefinitely-suspends-ui-fraternity-chapter-for-hazing/,https://dailyiowan.com/2022/03/08/sigma-chi-international-indefinitely-suspends-ui-fraternity-chapter-for-hazing/
