Institution,Query,Link 1,Link 2,Link 3
Florida Gulf Coast University,Florida Gulf Coast University PIKE frat,https://www.fgcu.edu/studentlife/fraternitysororitylife/fraternities,https://www.fgcu.edu/studentlife/fraternitysororitylife/fraternities,https://www.fgcu.edu/studentlife/fraternitysororitylife/fraternities
