Institution,Query,Link 1,Link 2,Link 3
Washington State University,Washington State University PIKE frat,https://sites.omegafi.com/pikewashst,https://sites.omegafi.com/pikewashst,https://www.greekrank.com/uni/379/fraternity/Pikes-Pikas/84/rating/
