Institution,Query,Link 1,Link 2,Link 3
University of Nevada-Reno,University of Nevada-Reno Kap_Sig frat,https://www.nvkappasigma.com/,https://www.greekrank.com/uni/347/fraternities/,https://www.greekrank.com/uni/347/fraternities/
