Institution,Query,Link 1,Link 2,Link 3
Boise State University,Boise State University Kap_Sig frat,https://boisestate.campusgroups.com/ksig/home/,https://www.boisestate.edu/getinvolved/fraternities-and-sororities/,https://www.boisestate.edu/getinvolved/fraternities-and-sororities/
