Institution,Query,Link 1,Link 2,Link 3
University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign Kap_Sig frat,https://one.illinois.edu/kappasigma/home/,https://one.illinois.edu/kappasigma/home/,https://www.fsaffairs.illinois.edu/organizations/fraternities/KappaSigma
