Institution,Query,Link 1,Link 2,Link 3
University of Louisville,University of Louisville Kap_Sig frat,https://www.greekrank.com/uni/307/fraternity/KS-Kappa-Sig/65/rating/,https://www.greekrank.com/uni/307/fraternity/KS-Kappa-Sig/65/rating/,https://www.greekrank.com/uni/307/fraternity/KS-Kappa-Sig/65/rating/
