Institution,Query,Link 1,Link 2,Link 3
Swarthmore College,Swarthmore College Kap_Sig frat,https://www.sccs.swarthmore.edu/users/98/elizw/Swat.history/frats.html,https://www.sccs.swarthmore.edu/users/98/elizw/Swat.history/frats.html,https://www.sccs.swarthmore.edu/users/98/elizw/Swat.history/frats.html
