Institution,Query,Link 1,Link 2,Link 3
Northern Illinois University,Northern Illinois University Delta_Chi frat,https://www.greekrank.com/uni/244/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/244/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/244/fraternity/D-Chi-Delta-Chi/46/rating/
Southern Arkansas University Main Campus,Southern Arkansas University Main Campus Delta_Chi frat,https://deltachi.org/delta-chi-announces-expansion-at-southern-arkansas-university/,https://www.instagram.com/saudeltachi/,https://www.greekrank.com/uni/569/fraternities/
Texas State University,Texas State University Delta_Chi frat,https://fsl.dos.txst.edu/,https://fsl.dos.txst.edu/,https://en.wikipedia.org/wiki/List_of_Texas_State_University_fraternities_and_sororities
Temple University,Temple University Delta_Chi frat,https://www.deltachipsi.org/about-us/,https://www.greekrank.com/uni/446/fraternities/,https://www.greekrank.com/uni/446/fraternities/
The University of Tennessee-Knoxville,The University of Tennessee-Knoxville Delta_Chi frat,https://studentlife.utk.edu/gogreek/interfraternity-council/delta-chi/,https://studentlife.utk.edu/gogreek/interfraternity-council/delta-chi/,http://utifc.org/fraternities/
Case Western Reserve University,Case Western Reserve University Delta_Chi frat,https://community.case.edu/DeltaChi/,https://www.greekrank.com/uni/120/fraternities/,https://www.greekrank.com/uni/120/fraternities/
Michigan State University,Michigan State University Delta_Chi frat,https://deltachi.org/delta-chi-announces-expansions-at-michigan-state-university/,https://www.greekrank.com/uni/70/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/70/fraternity/D-Chi-Delta-Chi/46/rating/
East Carolina University,East Carolina University Delta_Chi frat,https://www.greekrank.com/uni/153/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/153/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/153/fraternity/D-Chi-Delta-Chi/46/rating/
West Virginia University,West Virginia University Delta_Chi frat,https://greeklife.wvu.edu/chapter-statuses,https://www.wtrf.com/news/west-virginia-headlines/wvu-suspends-fraternity-delta-chi-for-3-years-and-reprimands-three-other-fraternities/,https://www.wtrf.com/news/west-virginia-headlines/wvu-suspends-fraternity-delta-chi-for-3-years-and-reprimands-three-other-fraternities/
Marshall University,Marshall University Delta_Chi frat,https://www.greekrank.com/uni/317/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/317/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/317/fraternity/D-Chi-Delta-Chi/46/rating/
San Diego State University,San Diego State University Delta_Chi frat,https://deltachisdsu.org/,https://sacd.sdsu.edu/student-life-leadership/fraternity-and-sorority-life/resources-for-chapter-members/chapter-directory,https://sacd.sdsu.edu/student-life-leadership/fraternity-and-sorority-life/resources-for-chapter-members/chapter-directory
Southern Illinois University-Edwardsville,Southern Illinois University-Edwardsville Delta_Chi frat,https://siue.campuslabs.com/engage/organization/deltachi,https://siue.campuslabs.com/engage/organization/deltachi,https://www.greekrank.com/uni/411/fraternity/D-Chi-Delta-Chi/46/rating/
University of the District of Columbia,University of the District of Columbia Delta_Chi frat,https://www.udc.edu/students/greek-life,https://dc-deltachi.org/about-us,https://en.wikipedia.org/wiki/List_of_Delta_Chi_chapters
Northwest Missouri State University,Northwest Missouri State University Delta_Chi frat,https://www.nwmissouri.edu/fsl/chapters.htm,https://www.nwmissouri.edu/fsl/chapters.htm,https://www.nwmissourinews.com/news/article_8458b778-39d3-11e4-bb8e-0017a43b2370.html
Southern Illinois University-Carbondale,Southern Illinois University-Carbondale Delta_Chi frat,https://thesouthern.com/news/local/siu/siu-reverses-decision-on-delta-chi-fraternity-now-on-probation-after-party-during-stay-home/article_0ec4bebe-cc59-529b-bca4-ebb11414770b.html,https://thesouthern.com/news/local/siu/siu-reverses-decision-on-delta-chi-fraternity-now-on-probation-after-party-during-stay-home/article_0ec4bebe-cc59-529b-bca4-ebb11414770b.html,https://thesouthern.com/news/local/siu/siu-reverses-decision-on-delta-chi-fraternity-now-on-probation-after-party-during-stay-home/article_0ec4bebe-cc59-529b-bca4-ebb11414770b.html
West Chester University of Pennsylvania,West Chester University of Pennsylvania Delta_Chi frat,https://www.wcupa.edu/_services/fraternitySorority/chapters.aspx,https://www.wcupa.edu/_services/fraternitySorority/chapters.aspx,https://www.greekrank.com/uni/383/fraternity/D-Chi-Delta-Chi/46/rating/
Northern Arizona University,Northern Arizona University Delta_Chi frat,https://in.nau.edu/dean-of-students/student-organization-conduct-accountability/,https://www.greekrank.com/uni/243/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/243/fraternity/D-Chi-Delta-Chi/46/rating/
Georgetown University,Georgetown University Delta_Chi frat,https://deltachi.org/prominent-alumni/,https://www.gustudentassociation.org/greek-life,https://www.georgetown.edu/news/how-to-get-involved-in-campus-life-and-university-policies-on-greek-life-hazing-and-student-conduct/
University of Utah,University of Utah Delta_Chi frat,https://deltachi.org/utah-expansion/,https://fraternityandsororitylife.utah.edu/meet-our-chapters/,https://fraternityandsororitylife.utah.edu/meet-our-chapters/
California State University-East Bay,California State University-East Bay Delta_Chi frat,https://www.csueastbay.edu/clubsandorgs/fraternity-sorority-life/greek-letter-orgs.html,https://www.csueastbay.edu/clubsandorgs/fraternity-sorority-life/greek-letter-orgs.html,https://www.csueastbay.edu/clubsandorgs/fraternity-sorority-life/greek-letter-orgs.html
University of Chicago,University of Chicago Delta_Chi frat,https://chicagomaroon.com/27132/news/greek-life-uchicago/,https://chicagomaroon.com/27132/news/greek-life-uchicago/,https://www.greekrank.com/uni/332/fraternities/
New York University,New York University Delta_Chi frat,https://meet.nyu.edu/life/communities-and-clubs/brotherhood-in-the-city-fraternity-life-at-nyu/,https://meet.nyu.edu/life/communities-and-clubs/brotherhood-in-the-city-fraternity-life-at-nyu/,https://meet.nyu.edu/life/communities-and-clubs/brotherhood-in-the-city-fraternity-life-at-nyu/
Syracuse University,Syracuse University Delta_Chi frat,https://www.greekrank.com/uni/78/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/78/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/78/fraternity/D-Chi-Delta-Chi/46/rating/
Missouri Southern State University,Missouri Southern State University Delta_Chi frat,https://www.mssu.edu/student-affairs/student-life/student-activities/greek-life-welcome.php,https://www.mssu.edu/student-affairs/student-life/student-activities/greek-life-welcome.php,https://www.greekrank.com/uni/224/fraternity/D-Chi-Delta-Chi/46/rating/
Berry College,Berry College Delta_Chi frat,https://deltachi.org/for-parents/,https://deltachi.org/for-parents/,https://deltachi.org/
Illinois State University,Illinois State University Delta_Chi frat,https://www.isudeltachi.com/,https://www.isudeltachi.com/,https://redbirdlife.illinoisstate.edu/organization/isudeltachi
West Virginia University Institute of Technology,West Virginia University Institute of Technology Delta_Chi frat,https://www.wtrf.com/news/west-virginia-headlines/wvu-suspends-fraternity-delta-chi-for-3-years-and-reprimands-three-other-fraternities/,https://www.wtrf.com/news/west-virginia-headlines/wvu-suspends-fraternity-delta-chi-for-3-years-and-reprimands-three-other-fraternities/,https://www.wtrf.com/news/west-virginia-headlines/wvu-suspends-fraternity-delta-chi-for-3-years-and-reprimands-three-other-fraternities/
University of Virginia's College at Wise,University of Virginia's College at Wise Delta_Chi frat,https://www.uvawise.edu/college-life/clubs-organizations/clubs-organizations-directory,https://www.greekrank.com/uni/35/fraternities/,https://www.greekrank.com/uni/35/fraternities/
University of Minnesota-Twin Cities,University of Minnesota-Twin Cities Delta_Chi frat,https://gopherlink.umn.edu/0285/,https://gopherlink.umn.edu/0285/,https://www.begreekumn.org/delta-chi
Northwestern Oklahoma State University,Northwestern Oklahoma State University Delta_Chi frat,https://www.greekrank.com/uni/752/greek-life/,https://osudelts.com/,https://osudelts.com/
Montclair State University,Montclair State University Delta_Chi frat,https://www.greekrank.com/uni/63/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/63/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/63/fraternity/D-Chi-Delta-Chi/46/rating/
Eastern Illinois University,Eastern Illinois University Delta_Chi frat,https://www.eiu.edu/slo/rso/rso_info.php?id=168,https://deltachi.org/chapter/eastern-illinois-chapter/,https://deltachi.org/chapter/eastern-illinois-chapter/
Ohio State University-Newark Campus,Ohio State University-Newark Campus Delta_Chi frat,https://deltachi.org/delta-chi-announces-expansions-at-ohio-state/,https://activities.osu.edu/involvement/student_organizations/find_a_student_org/?i=70fa7d15-d232-4a78-836a-f5f05d459c6f&l=D&c=Columbus&page=0,https://www.greekrank.com/uni/27/fraternity/D-Chi-Delta-Chi/46/rating/
University of Nevada-Reno,University of Nevada-Reno Delta_Chi frat,https://www.unr.edu/fraternity-and-sorority-life/chapters/sororities,https://www.unr.edu/fraternity-and-sorority-life/chapters/sororities,https://www.greekrank.com/uni/347/fraternity/Theta-Chis/101/rating/
University of Pittsburgh-Greensburg,University of Pittsburgh-Greensburg Delta_Chi frat,https://www.greekrank.com/uni/350/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/350/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/350/fraternity/D-Chi-Delta-Chi/46/rating/
American University,American University Delta_Chi frat,https://www.greekrank.com/uni/59/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/59/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/59/fraternity/D-Chi-Delta-Chi/46/rating/
Rollins College,Rollins College Delta_Chi frat,https://www.rollins.edu/student-life/student-organizations/fraternity-sorority-life/,https://www.rollins.edu/student-life/student-organizations/fraternity-sorority-life/,https://www.rollins.edu/student-life/student-organizations/fraternity-sorority-life/
Louisiana State University-Alexandria,Louisiana State University-Alexandria Delta_Chi frat,https://www.lsu.edu/greeks/scorecard/delta-chi.php,https://www.greekrank.com/uni/80/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/80/fraternity/D-Chi-Delta-Chi/46/rating/
Babson College,Babson College Delta_Chi frat,https://www.babson.edu/residence-education/living-learning-communities/fraternity-and-sorority-housing/,https://www.babson.edu/residence-education/living-learning-communities/fraternity-and-sorority-housing/,https://www.facebook.com/thetachi/posts/1108261224677830/
Old Dominion University,Old Dominion University Delta_Chi frat,https://www.odu.edu/student-engagement-traditions/fraternity-sorority/chapter-standings,https://www.odu.edu/student-engagement-traditions/fraternity-sorority/chapter-standings,https://www.greekrank.com/uni/254/fraternities/
James Madison University,James Madison University Delta_Chi frat,https://www.greekrank.com/uni/121/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/121/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/121/fraternity/D-Chi-Delta-Chi/46/rating/
Polk State College,Polk State College Delta_Chi frat,https://deltachi.org/prominent-alumni/,https://www.greekrank.com/fraternity/46/D-Chi-Delta-Chi/,https://www.greekrank.com/fraternity/46/D-Chi-Delta-Chi/
Idaho State University,Idaho State University Delta_Chi frat,https://www.deltau.org/idahostate,https://isu.academicworks.com/opportunities/23942,https://isu.academicworks.com/opportunities/23942
University of Pennsylvania,University of Pennsylvania Delta_Chi frat,https://ofsl.universitylife.upenn.edu/chapters/,https://www.greekrank.com/uni/76/fraternities/,https://www.greekrank.com/uni/76/fraternities/
University of Southern Maine,University of Southern Maine Delta_Chi frat,http://www.gscdeltachi.com/,https://www.greekrank.com/uni/809/fraternities/,https://www.greekrank.com/uni/809/fraternities/
Western Michigan University,Western Michigan University Delta_Chi frat,https://www.greekrank.com/uni/386/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/386/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/386/fraternity/D-Chi-Delta-Chi/46/rating/
Jacksonville State University,Jacksonville State University Delta_Chi frat,https://www.greekrank.com/uni/278/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/278/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/278/fraternity/D-Chi-Delta-Chi/46/rating/
University of Nebraska at Omaha,University of Nebraska at Omaha Delta_Chi frat,https://www.omahapikes.org/,https://www.facebook.com/UNODeltachi/,https://www.facebook.com/UNODeltachi/
George Mason University,George Mason University Delta_Chi frat,https://mason360.gmu.edu/DeltaChi/,https://si.gmu.edu/fsl/,https://si.gmu.edu/fsl/
University of Arkansas for Medical Sciences,University of Arkansas for Medical Sciences Delta_Chi frat,https://uagreeks.uark.edu/interfraternity-council/index.php,https://uagreeks.uark.edu/interfraternity-council/index.php,https://uagreeks.uark.edu/interfraternity-council/index.php
Denison University,Denison University Delta_Chi frat,https://whattodu.denison.edu/dcf/home/,https://whattodu.denison.edu/dcf/home/,https://denison.edu/campus/student-organizations/current-list-of-organizations
University of Maryland Global Campus,University of Maryland Global Campus Delta_Chi frat,https://www.greekrank.com/uni/57/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/57/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/57/fraternity/D-Chi-Delta-Chi/46/rating/
University of North Alabama,University of North Alabama Delta_Chi frat,https://www.una.edu/fsl/chapters/delta-chi.html,https://www.greekrank.com/uni/500/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/500/fraternity/D-Chi-Delta-Chi/46/rating/
University of Wisconsin-Whitewater,University of Wisconsin-Whitewater Delta_Chi frat,https://www.greekrank.com/uni/359/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/359/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/359/fraternity/D-Chi-Delta-Chi/46/rating/
Hofstra University,Hofstra University Delta_Chi frat,https://www.hofstra.edu/fraternity-sorority/councils-chapters.html,https://www.hofstra.edu/fraternity-sorority/councils-chapters.html,https://www.hofstra.edu/fraternity-sorority/councils-chapters.html
University of Wisconsin-Oshkosh,University of Wisconsin-Oshkosh Delta_Chi frat,https://www.greekrank.com/uni/408/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/408/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/408/fraternity/D-Chi-Delta-Chi/46/rating/
University of Pittsburgh-Johnstown,University of Pittsburgh-Johnstown Delta_Chi frat,https://www.johnstown.pitt.edu/student-life/get-involved/fraternity-sorority-life,https://www.johnstown.pitt.edu/student-life/get-involved/fraternity-sorority-life,https://www.johnstown.pitt.edu/student-life/get-involved/fraternity-sorority-life
Jacksonville University,Jacksonville University Delta_Chi frat,https://www.ju.edu/campuslife/studentactivities/fraternity-sorority-life.php,https://www.ju.edu/campuslife/studentactivities/fraternity-sorority-life.php,https://www.ju.edu/campuslife/studentactivities/fraternity-sorority-life.php
University of Alabama at Birmingham,University of Alabama at Birmingham Delta_Chi frat,http://www.deltachiua.org/,http://www.deltachiua.org/,https://www.al.com/entertainment/2016/06/alabama_fraternity_row_2016_th.html
Binghamton University,Binghamton University Delta_Chi frat,https://www.greekrank.com/uni/436/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/436/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.binghamton.edu/organizations/fraternity-and-sorority-life/index.html
University of Massachusetts-Amherst,University of Massachusetts-Amherst Delta_Chi frat,https://www.umass.edu/greek/about-community/recognized-organizations/index.html,https://www.greekrank.com/uni/344/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/344/fraternity/D-Chi-Delta-Chi/46/rating/
Oregon State University,Oregon State University Delta_Chi frat,https://studentlife.oregonstate.edu/chapter-profile/delta-chi,https://www.greekrank.com/uni/261/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/261/fraternity/D-Chi-Delta-Chi/46/rating/
Creighton University,Creighton University Delta_Chi frat,https://cuinvolved.creighton.edu/organization/deltachi,https://www.creighton.edu/student-experience/clubs-organizations/fraternities-sororities,https://www.creighton.edu/student-experience/clubs-organizations/fraternities-sororities
DePauw University,DePauw University Delta_Chi frat,https://www.depauw.edu/campus-life/greek-life/greek/councilschapters/depauwchapters/,https://en.wikipedia.org/wiki/List_of_DePauw_University_fraternities_and_sororities,https://en.wikipedia.org/wiki/List_of_DePauw_University_fraternities_and_sororities
Missouri Western State University,Missouri Western State University Delta_Chi frat,https://www.missouriwestern.edu/student-life/fsl/,https://www.missouriwestern.edu/student-life/fsl/,https://www.greekrank.com/uni/224/fraternity/D-Chi-Delta-Chi/46/rating/
Stanford University,Stanford University Delta_Chi frat,https://news.stanford.edu/stories/2021/03/theta-delta-chi-organizational-decision,https://news.stanford.edu/stories/2021/03/theta-delta-chi-organizational-decision,https://stanfordreview.org/review-exclusive-new-facts-in-tdx-lawsuit-implicate-stanford/
University of Denver,University of Denver Delta_Chi frat,https://studentaffairs.du.edu/stay-involved/fraternity-sorority-life,https://studentaffairs.du.edu/stay-involved/fraternity-sorority-life,https://studentaffairs.du.edu/stay-involved/fraternity-sorority-life
University of Nevada-Las Vegas,University of Nevada-Las Vegas Delta_Chi frat,https://www.unlv.edu/sia/fraternity-sorority,https://www.unlv.edu/sia/fraternity-sorority,https://www.unlv.edu/sia/fraternity-sorority
University of North Carolina Wilmington,University of North Carolina Wilmington Delta_Chi frat,https://www.dxuncw.org/,https://www.greekrank.com/uni/329/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/329/fraternity/D-Chi-Delta-Chi/46/rating/
University of Missouri-Kansas City,University of Missouri-Kansas City Delta_Chi frat,https://www.umkc.edu/get-involved/programs/greek-life/chapters-and-councils.html,https://umkc.academicworks.com/opportunities/17033,https://umkc.academicworks.com/opportunities/17033
Arizona State University Campus Immersion,Arizona State University Campus Immersion Delta_Chi frat,https://www.greekrank.com/uni/130/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/130/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/130/fraternity/D-Chi-Delta-Chi/46/rating/
Bowling Green State University-Firelands,Bowling Green State University-Firelands Delta_Chi frat,https://www.bgsu.edu/students/fraternity-and-sorority-life.html,https://www.bgsu.edu/students/fraternity-and-sorority-life.html,https://www.bgsu.edu/students/fraternity-and-sorority-life.html
Marquette University,Marquette University Delta_Chi frat,https://www.greekrank.com/uni/315/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/315/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/315/fraternity/D-Chi-Delta-Chi/46/rating/
University of Alabama in Huntsville,University of Alabama in Huntsville Delta_Chi frat,https://www.greekrank.com/uni/576/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/576/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/576/fraternity/D-Chi-Delta-Chi/46/rating/
Valdosta State University,Valdosta State University Delta_Chi frat,https://www.valdosta.edu/student/student-life/greek-life/,https://www.greekrank.com/uni/474/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/474/fraternity/D-Chi-Delta-Chi/46/rating/
University of New Hampshire-Main Campus,University of New Hampshire-Main Campus Delta_Chi frat,https://www.unh.edu/offcampus/fraternity-sorority-life/chapter-scorecards,https://www.unh.edu/offcampus/fraternity-sorority-life/chapter-scorecards,https://www.greekrank.com/uni/348/fraternities/
University of Iowa,University of Iowa Delta_Chi frat,https://deltachi.org/iowa-expansion/,https://fsl.uiowa.edu/chapters-and-councils/delta-chi,https://fsl.uiowa.edu/chapters-and-councils/delta-chi
Purdue University Fort Wayne,Purdue University Fort Wayne Delta_Chi frat,https://deltachi.org/delta-chi-announces-expansions-at-purdue/,https://www.purdueexponent.org/campus/general_news/purdue-west-lafayette-campus-delta-chi-fraternity-hazing-return-suspension-interfraternity-council/article_1c04658e-658b-11ef-aca0-6bf451d656c1.html,https://www.purdueexponent.org/campus/general_news/purdue-west-lafayette-campus-delta-chi-fraternity-hazing-return-suspension-interfraternity-council/article_1c04658e-658b-11ef-aca0-6bf451d656c1.html
Hamilton College,Hamilton College Delta_Chi frat,https://www.greekrank.com/uni/195/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/195/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/195/fraternity/D-Chi-Delta-Chi/46/rating/
Radford University,Radford University Delta_Chi frat,https://www.greekrank.com/uni/97/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/97/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/97/fraternity/D-Chi-Delta-Chi/46/rating/
Gannon University,Gannon University Delta_Chi frat,https://engageu.gannon.edu/organization/deltachi,https://www.gannon.edu/student-life/clubs-and-organizations/fraternities-and-sororities/,https://www.gannon.edu/student-life/clubs-and-organizations/fraternities-and-sororities/
North Carolina A & T State University,North Carolina A & T State University Delta_Chi frat,https://ncat.edu/campus-life/student-affairs/departments/student-activities/greek-life/chapter-status.php,https://en.wikipedia.org/wiki/List_of_North_Carolina_A%26T_State_University_fraternities_and_sororities,https://en.wikipedia.org/wiki/List_of_North_Carolina_A%26T_State_University_fraternities_and_sororities
Duquesne University,Duquesne University Delta_Chi frat,https://www.greekrank.com/uni/152/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/152/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/152/fraternity/D-Chi-Delta-Chi/46/rating/
Texas Tech University,Texas Tech University Delta_Chi frat,https://www.greekrank.com/uni/52/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/52/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/52/fraternity/D-Chi-Delta-Chi/46/rating/
University of Idaho,University of Idaho Delta_Chi frat,https://www.lib.uidaho.edu/digital/campushistory/items/pg227.html,https://www.uidaho.edu/student-life/greek,https://www.uidaho.edu/student-life/greek
University of West Alabama,University of West Alabama Delta_Chi frat,https://www.uwa.edu/campus-life/clubs-organizations/fraternities-sororities/,https://www.uwa.edu/campus-life/clubs-organizations/fraternities-sororities/,https://www.uwa.edu/campus-life/clubs-organizations/fraternities-sororities/
Kansas State University,Kansas State University Delta_Chi frat,https://orgcentral.k-state.edu/deltachi/home/,https://www.k-state.edu/fraternity-sorority/community/chapters/organization-scorecard/fraternities/deltachi.html,https://www.greekrank.com/uni/283/fraternity/D-Chi-Delta-Chi/46/rating/
University of Arizona,University of Arizona Delta_Chi frat,https://greek.arizona.edu/delta-chi,https://greek.arizona.edu/delta-chi,https://deltachi.org/delta-chi-returns-to-the-university-of-arizona/
University of Houston,University of Houston Delta_Chi frat,https://www.uh.edu/cfsl/prospective-members/fraternities/,https://www.uh.edu/cfsl/prospective-members/fraternities/,https://www.uh.edu/cfsl/prospective-members/fraternities/
Western Carolina University,Western Carolina University Delta_Chi frat,https://www.greekrank.com/uni/384/fraternities/,https://www.greekrank.com/uni/384/fraternities/,https://www.greekrank.com/uni/384/fraternities/
Texas A&M University-San Antonio,Texas A&M University-San Antonio Delta_Chi frat,https://www.tamusa.edu/student-resources/student-organizations-and-clubs/greek/index.html,https://www.tamusa.edu/student-resources/student-organizations-and-clubs/greek/index.html,https://tamusadeltachi.weebly.com/about-us.html
University of Louisville,University of Louisville Delta_Chi frat,https://louisville.campuslabs.com/engage/organization/delta-upsilon-fraternity,https://louisville.campuslabs.com/engage/organization/delta-upsilon-fraternity,https://events.louisville.edu/group/delta_upsilon_fraternity
Florida State University,Florida State University Delta_Chi frat,https://www.fsuifc.com/chapter-profiles/deltachi,https://www.greekrank.com/uni/15/fraternity/D-Chi-Delta-Chi/46/rating/,https://www.greekrank.com/uni/15/fraternity/D-Chi-Delta-Chi/46/rating/
