Institution,Query,Link 1,Link 2,Link 3
Kenyon College,Kenyon College Phi_Delt frat,https://www.kenyon.edu/offices-and-services/office-of-student-engagement/greek-life/,https://www.greekrank.com/uni/290/fraternity/Alpha-Delta-Phi/34/rating/,https://www.greekrank.com/uni/290/fraternity/Alpha-Delta-Phi/34/rating/
